stars;forks;commits;branches;pull requests all;pull requests open;pull requests closed;contributors;watchers;issues;topics;license name;;
0;35;22;3;2;2;0;1;0;2;training-materials;No License;;
0;14;2;3;0;0;0;1;0;0;training-materials;No License;;
0;35;35;2;1;1;0;2;0;1;training-materials;No License;;
0;0;6;1;0;0;0;1;0;0;educational-materials;MIT License;;
0;2;55;1;0;0;0;1;0;0;training-materials;Apache License 2.0;;
6;0;63;2;13;0;13;2;6;3;workshop-materials;MIT License;;
53;14;33;1;3;0;3;5;53;1;training-materials;No License;;
4;0;56;2;4;0;4;1;4;0;oer;No License;;
0;0;2;1;0;0;0;1;0;0;course-materials;MIT License;;
2;2;100;1;0;0;0;1;2;0;workshop-materials;Creative Commons Attribution Share Alike 4.0 International;;
2;1;42;1;1;0;1;2;2;0;presentation-slides;MIT License;;
6;6;8;4;0;0;0;1;6;0;workshop-materials;No License;;
1;1;156;1;0;0;0;1;1;0;training-materials;No License;;
5;1;319;3;2;2;0;1;5;2;self-learning;No License;;
81;17;239;4;47;0;47;7;81;25;workshop-materials;Creative Commons Attribution Share Alike 4.0 International;;
0;0;27;1;0;0;0;1;0;0;workshop-materials;GNU General Public License v3.0;;
14;12;12;6;2;2;0;1;14;2;course-materials;MIT License;;
2;6;24;2;10;1;9;6;2;2;training-material;GNU General Public License v3.0;;
1;0;6;1;1;0;1;2;1;0;presentation-slides;MIT License;;
0;0;2;1;0;0;0;1;0;0;educational-resources learning-exercise;MIT License;;
1;1;24;1;1;0;1;4;1;0;mooc;No License;;
3;0;48;1;0;0;0;1;3;0;lecture;MIT License;;
0;1;71;4;7;0;7;2;0;24;learning-material;No License;;
1;1;55;2;5;0;5;2;1;0;university-coursework;The Unlicense;;
8;33;52;1;1;0;1;1;8;0;teaching-materials;MIT License;;
1;0;1;1;0;0;0;1;1;0;course-materials;No License;;
0;0;7;1;0;0;0;1;0;0;teaching-materials;Apache License 2.0;;
0;0;4;1;0;0;0;1;0;0;moocs;No License;;
0;0;4;1;0;0;0;1;0;0;moocs;No License;;
0;0;6;1;0;0;0;1;0;0;moocs;No License;;
0;0;6;1;0;0;0;1;0;0;moocs;No License;;
264;54;273;2;39;0;39;17;264;1;workshop-materials;Apache License 2.0;;
12;10;40;1;1;0;1;1;12;2;textbook cc-by;Other;No License description;
1;116;1013;1;224;0;224;9;1;0;teaching-materials textbook;Other;No License description;
7;1;9;1;0;0;0;1;7;0;workshop-materials;MIT License;;
2;0;9;1;0;0;0;1;2;0;workshop-materials;MIT License;;
4;1;51;1;1;0;1;1;4;0;university-course;No License;;
2;0;26;1;2;0;2;1;2;1;oer;MIT License;;
0;0;18;1;0;0;0;1;0;0;presentation-materials;Creative Commons Attribution Share Alike 4.0 International;;
4;14;49;1;12;1;11;11;4;9;self-learning;MIT License;;
2;0;43;1;0;0;0;1;2;0;training-materials;The Unlicense;;
41;9;13;1;0;0;0;1;41;0;teaching-materials;No License;;
0;1;12;1;0;0;0;1;0;0;course-materials;Other;No License description;
5;0;104;1;0;0;0;1;5;1;course-materials;Other;No License description;
0;3;4;2;2;1;1;2;0;2;training-material;GNU General Public License v3.0;;
0;1;2;2;0;0;0;1;0;1;training-material;GNU General Public License v3.0;;
0;1;3;2;0;0;0;2;0;1;training-material;GNU General Public License v3.0;;
0;0;55;1;0;0;0;1;0;0;educational-materials;MIT License;;
0;2;86;3;0;0;0;1;0;0;course-materials;GNU General Public License v3.0;;
0;1;28;1;0;0;0;1;0;0;textbook cc-by;Other;No License description;
0;0;2;1;0;0;0;1;0;0;presentation-slides;The Unlicense;;
0;0;2394;2;1;1;0;251;0;1;presentation-slides;MIT License;;
3;0;67;1;1;0;1;2;3;0;presentation-slides;MIT License;;
4;2;103;1;2;0;2;3;4;1;presentation-materials;Apache License 2.0;;
252;27;40;1;1;0;1;2;252;0;presentation-materials presentation-slides;No License;;
0;0;12;1;0;0;0;1;0;0;presentation-slides presentation-materials;The Unlicense;;
0;3;70;1;0;0;0;1;0;0;presentation-materials;No License;;
0;0;2;1;0;0;0;1;0;0;educational-materials teaching-materials;Other;No License description;
0;0;7;1;0;0;0;1;0;0;workshop-materials;No License;;
0;0;17;2;0;0;0;1;0;1;cc-by;Other;No License description;
11;1;376;1;0;0;0;1;11;0;course-materials;MIT License;;
1;0;48;1;0;0;0;1;1;0;lecture;No License;;
3;0;33;1;0;0;0;1;3;0;workshop-materials;Other;No License description;
0;14;79;1;16;0;16;14;0;0;course-materials;MIT License;;
16;9;32;1;0;0;0;2;16;2;oer;Creative Commons Attribution Share Alike 4.0 International;;
1;0;20;1;0;0;0;1;1;0;textbook cc-by;Other;No License description;
0;0;70;1;0;0;0;1;0;0;teaching-materials presentation-materials;GNU General Public License v3.0;;
962;868;1358;7;176;1;175;49;962;49;course-materials oer mooc;No License;;
0;0;6;1;0;0;0;1;0;0;training-materials;No License;;
355;69;43;5;10;3;7;2;355;4;mooc;Other;No License description;
5;3;31;1;0;0;0;2;5;0;training-materials;No License;;
1;0;13;2;1;0;1;1;1;0;workshop-materials;MIT License;;
12;13;860;1;4;0;4;3;12;2;teaching-materials;Other;No License description;
5;2;5;1;0;0;0;1;5;0;presentation-materials presentation-slides;MIT License;;
0;1;45;3;0;0;0;1;0;0;educational-materials;No License;;
24;39;183;2;3;0;3;11;24;7;training-materials;The Unlicense;;
13;15;185;1;2;0;2;10;12;11;training-materials;The Unlicense;;
1;1;56;1;1;0;1;0;1;0;course-materials;MIT License;;
9;4;267;2;10;0;10;6;9;6;course-materials;Other;No License description;
23;10;123;1;0;0;0;1;23;0;teaching-materials;Other;No License description;
4;12;15;1;1;0;1;1;4;0;teaching-materials;Creative Commons Attribution 4.0 International;;
5;3;139;2;40;2;38;4;5;12;teaching-materials;Apache License 2.0;;
2;1;50;1;1;1;0;1;2;1;educational-materials training-material;Apache License 2.0;;
11;9;55;4;5;2;3;3;11;7;training-materials workshop-materials;Other;No License description;
0;0;8;1;0;0;0;1;0;0;workshop-materials;No License;;
0;12;50;1;0;0;0;6;0;0;workshop-materials;No License;;
2;29;2604;3;105;1;104;20;2;6;training-materials;No License;;
2;1;55;1;0;0;0;4;2;0;teaching-materials;No License;;
3;1;95;1;2;0;2;2;3;0;teaching-materials;Other;No License description;
1;1;12;1;0;0;0;1;1;0;teaching-materials;MIT License;;
2;1;26;1;0;0;0;1;2;0;teaching-materials;MIT License;;
1;1;30;1;0;0;0;1;1;0;teaching-materials;MIT License;;
0;0;100;1;0;0;0;1;0;0;educational-materials;MIT License;;
0;0;37;1;1;0;1;2;0;0;teaching-materials;MIT License;;
1;1;17;1;0;0;0;1;1;0;training-materials;No License;;
2;0;27;1;0;0;0;1;2;0;workshop-materials;No License;;
0;0;9;1;0;0;0;1;0;0;workshop-materials;No License;;
12;7;409;1;1;0;1;2;12;0;textbook;Other;No License description;
0;0;2;1;0;0;0;1;0;0;lecture lecture-material lecture-slides;MIT License;;
12;2;3;1;0;0;0;1;12;0;teaching-materials;MIT License;;
10;13;190;2;44;1;43;8;10;45;university-course;MIT License;;
16;24;1015;2;249;0;249;10;16;8;teaching-materials;Other;No License description;
0;0;5;2;0;0;0;1;0;0;oer open-educational-resources;GNU General Public License v3.0;;
0;0;4;3;2;2;0;1;0;2;teaching-materials;MIT License;;
0;0;42;8;37;2;35;2;0;2;training-materials;MIT License;;
0;0;13;4;3;3;0;1;0;3;training-materials;MIT License;;
4;19;148;6;6;3;3;1;4;3;training-materials;GNU General Public License v3.0;;
0;0;2;1;0;0;0;1;0;0;lecture;No License;;
1;0;12;1;0;0;0;1;1;1;presentation-slides;No License;;
0;6;19;2;7;1;6;5;0;2;training-material;GNU General Public License v3.0;;
0;0;5;11;0;0;0;1;0;0;textbook;No License;;
0;0;15;1;0;0;0;1;0;0;workshop-materials;No License;;
21;16;50;1;2;0;2;6;21;0;teaching-materials;GNU Affero General Public License v3.0;;
4;4;107;1;4;1;3;4;4;2;workshop-materials;No License;;
12;20;2020;2;119;0;119;16;12;8;teaching-materials oer open-educational-resources;No License;;
0;0;26;1;1;0;1;1;0;0;educational-materials;MIT License;;
2;2;31;2;1;1;0;1;2;1;training-materials;No License;;
26;19;34;1;4;0;4;3;26;2;workshop-materials;Creative Commons Zero v1.0 Universal;;
1;0;4;1;0;0;0;1;1;0;course-materials;No License;;
1024;271;139;1;2;0;2;3;1024;1;self-learning moocs;The Unlicense;;
1;0;3;1;0;0;0;1;1;0;workshop-materials;Other;No License description;
1;0;10;1;0;0;0;1;1;0;workshop-materials;No License;;
0;1;6;2;1;0;1;2;0;1;training-material;GNU General Public License v3.0;;
1;0;5;1;0;0;0;1;1;0;teaching-materials;No License;;
0;0;13;1;0;0;0;2;0;0;workshop-materials;No License;;
0;0;27;1;0;0;0;1;0;0;educational-resources;The Unlicense;;
0;1;4;1;0;0;0;1;0;0;training-materials;Other;No License description;
12;2;80;5;4;0;4;2;12;3;textbook;GNU General Public License v3.0;;
9;3;13;1;0;0;0;1;9;0;workshop-materials;No License;;
1;0;7;1;0;0;0;1;1;0;lecture-slides lecture-material;Apache License 2.0;;
8;11;2;1;0;0;0;1;8;0;training-materials;No License;;
7;6;21;1;2;0;2;1;7;0;workshop-materials;No License;;
0;1;5;1;0;0;0;1;0;0;training-materials;GNU General Public License v3.0;;
0;1;27;1;0;0;0;1;0;0;presentation-slides;No License;;
0;0;13;1;0;0;0;1;0;0;moocs;No License;;
0;0;9;1;1;0;1;1;0;0;moocs;No License;;
2;4;15;1;1;0;1;3;2;0;teaching-materials;No License;;
0;1;26;1;0;0;0;1;0;0;lecture-slides;No License;;
0;0;65;1;2;0;2;1;0;0;course-materials learning-material;Other;No License description;
0;0;89;1;0;0;0;1;0;0;open-education-resources;MIT License;;
23;11;17;1;1;0;1;1;23;0;lecture;No License;;
0;0;2;2;0;0;0;1;0;0;teaching-material;No License;;
1;1;38;1;0;0;0;1;1;0;training-materials;No License;;
0;0;19;1;0;0;0;1;0;0;educational-resources;No License;;
0;1;9;1;0;0;0;1;0;0;training-materials;No License;;
1;0;45;1;0;0;0;3;1;0;training-materials;GNU General Public License v3.0;;
44;23;384;6;42;0;42;10;44;0;course-materials;Other;No License description;
5;1;904;1;0;0;0;1;5;0;self-learning;No License;;
1;0;16;1;0;0;0;1;1;0;learning-materials;No License;;
1582;944;236;1;2;2;0;1;1582;6;lecture-material;No License;;
5;6;4;2;1;0;1;1;5;0;self-learning;Apache License 2.0;;
47;80;2889;5;547;0;547;12;47;46;teaching-materials;Other;No License description;
2;1;57;1;0;0;0;2;2;0;oer;No License;;
8;2;590;1;0;0;0;1;8;0;oer;No License;;
0;0;3;1;0;0;0;1;0;0;lecture;No License;;
1;4;13;2;4;0;4;5;1;1;training-material;GNU General Public License v3.0;;
2;10;39;2;11;0;11;11;2;3;training-material;GNU General Public License v3.0;;
0;4;16;2;6;1;5;4;0;3;training-material;GNU General Public License v3.0;;
1;1;70;2;0;0;0;1;1;0;workshop-materials;No License;;
1;17;22;2;1;0;1;1;1;0;workshop-materials;MIT License;;
4;10;20;1;0;0;0;1;4;0;teaching-materials;No License;;
3;5;4;1;0;0;0;1;3;0;teaching-materials;MIT License;;
100;40;269;2;10;0;10;3;100;0;open-educational-resources open-education-resources;Other;No License description;
2;0;5;1;0;0;0;1;2;0;teaching-materials;No License;;
18;4;28;1;0;0;0;1;18;0;textbook;No License;;
2;0;44;3;0;0;0;1;2;0;presentation-slides;No License;;
14;18;485;21;60;2;58;28;14;16;mooc;Other;No License description;
3;1;12;1;0;0;0;1;3;0;teaching-materials;No License;;
4;2;26;1;1;0;1;2;4;0;course-materials;Other;No License description;
1;9;17;1;0;0;0;1;1;0;course-materials;Other;No License description;
1;0;27;1;0;0;0;1;1;0;presentation-slides;No License;;
3;0;3;1;0;0;0;1;3;0;presentation-slides;No License;;
14;13;47;1;3;0;3;4;14;0;workshop-materials;MIT License;;
1056;564;502;2;30;2;28;21;1056;20;teaching-materials;GNU Affero General Public License v3.0;;
4;2;46;1;0;0;0;1;4;0;lecture-material;Other;No License description;
0;0;15;2;0;0;0;1;0;0;teaching-materials;No License;;
7;21;140;17;88;0;88;20;7;2;university-course;Other;No License description;
8;2;68;1;0;0;0;1;8;0;educational-materials;MIT License;;
0;1;41;1;0;0;0;1;0;0;educational-materials;MIT License;;
0;0;6;1;0;0;0;1;0;0;workshop-materials;No License;;
0;1;49;2;0;0;0;1;0;16;textbook;No License;;
1;2;38;2;2;0;2;3;1;0;educational-materials;MIT License;;
0;1;6;1;0;0;0;1;0;0;learning-materials;No License;;
9569;4320;106;1;45;21;24;1;9569;87;course-materials;MIT License;;
0;1;86;2;1;0;1;2;0;0;training-materials;Other;No License description;
5;2;40;1;0;0;0;1;5;1;textbook cc-by;Other;No License description;
42;15;77;1;0;0;0;1;42;0;oer;Creative Commons Zero v1.0 Universal;;
0;0;198;3;3;1;2;5;0;1;university-course;No License;;
0;0;5;1;0;0;0;1;0;0;university-course;No License;;
10;4;39;1;0;0;0;1;10;0;lecture course-materials;No License;;
1;0;34;1;0;0;0;1;1;15;teaching-materials;No License;;
4;0;14;1;0;0;0;1;4;1;training-materials;Creative Commons Attribution Share Alike 4.0 International;;
12;2;79;1;0;0;0;1;12;0;learning-materials;No License;;
0;0;10;1;0;0;0;1;0;0;teaching-materials;MIT License;;
0;2;51;5;11;0;11;5;0;1;course-materials;No License;;
0;0;3;1;0;0;0;1;0;0;teaching-materials;No License;;
1;1;28;1;0;0;0;2;1;0;oer;No License;;
0;0;72;1;0;0;0;3;0;0;presentation-slides;GNU General Public License v3.0;;
2;1;104;1;0;0;0;1;2;1;course-materials teaching-materials;Other;No License description;
0;0;94;2;0;0;0;1;0;0;lecture;GNU General Public License v3.0;;
0;0;47;1;0;0;0;1;0;0;lecture;GNU General Public License v3.0;;
4;3;32;3;11;0;11;1;4;0;workshop-materials;GNU General Public License v3.0;;
0;1;21;1;0;0;0;1;0;0;course-materials;Creative Commons Zero v1.0 Universal;;
6;10;134;1;0;0;0;1;6;11;teaching-materials;MIT License;;
14;1;18;1;0;0;0;1;14;0;teaching-materials;MIT License;;
1;0;94;3;2;2;0;1;1;2;training-materials;GNU General Public License v3.0;;
2;0;60;1;0;0;0;2;2;0;presentation-materials;MIT License;;
0;0;263;1;0;0;0;1;0;0;teaching-materials;No License;;
1;0;15;1;0;0;0;1;1;0;presentation-slides;Other;No License description;
2;1;7;1;2;0;2;1;2;0;workshop-materials;GNU General Public License v3.0;;
6;3;28;1;0;0;0;1;6;0;presentation-slides;Creative Commons Attribution Share Alike 4.0 International;;
0;0;14;4;0;0;0;1;0;0;presentation-slides;No License;;
4;0;4;1;0;0;0;1;4;0;presentation-slides;Creative Commons Attribution Share Alike 4.0 International;;
1;0;2;1;0;0;0;1;1;0;workshop-materials;No License;;
6;70;11;2;0;0;0;1;6;0;teaching-materials learning-materials;MIT License;;
8;1;8;1;0;0;0;1;8;0;training-materials;Creative Commons Attribution 4.0 International;;
0;3;17;3;0;0;0;1;0;0;workshop-materials;MIT License;;
0;1;29;3;0;0;0;1;0;0;workshop-materials;MIT License;;
12;0;7;1;0;0;0;1;12;0;teaching-materials;No License;;
2;5;20;2;3;0;3;1;2;0;teaching-materials;No License;;
1;0;37;1;0;0;0;2;1;2;teaching-materials;Apache License 2.0;;
0;0;6;1;0;0;0;1;0;0;teaching-materials learning-exercise;No License;;
1;0;2;1;0;0;0;1;1;0;teaching-materials;No License;;
348;318;1367;13;323;0;323;99;348;3;workshop-materials educational-resources educational-materials;GNU General Public License v3.0;;
118;21;78;2;1;0;1;2;118;0;teaching-materials;No License;;
25;24;59;1;2;0;2;1;25;0;teaching-materials;BSD 3-Clause Clear License;;
2;0;13;1;0;0;0;0;2;0;teaching-materials;Creative Commons Attribution 4.0 International;;
0;0;60;1;0;0;0;1;0;0;educational-resources teaching-materials;No License;;
0;0;1;1;0;0;0;0;0;0;teaching-materials;No License;;
0;0;24;1;0;0;0;1;0;0;teaching-material;GNU General Public License v3.0;;
0;0;2;1;0;0;0;1;0;0;teaching-materials;No License;;
0;0;6;1;0;0;0;0;0;0;presentation-slides;No License;;
21;58;2;29;43;0;43;2;21;1;training-materials;No License;;
4;4;20;1;0;0;0;2;4;0;workshop-materials;MIT License;;
0;4;15;3;6;1;5;5;0;2;training-material;GNU General Public License v3.0;;
0;1;3;2;0;0;0;1;0;1;training-material;GNU General Public License v3.0;;
5;14;52;4;0;0;0;1;5;0;teaching-materials;MIT License;;
3;0;20;1;0;0;0;1;3;0;academic-course;No License;;
24;4;6;1;0;0;0;1;24;1;textbook cc-by;No License;;
1;0;13;1;0;0;0;1;1;0;textbook;No License;;
0;0;9;1;0;0;0;1;0;0;textbook;No License;;
202;101;119;1;0;0;0;1;202;1;textbook;No License;;
0;0;3;2;0;0;0;1;0;1;training-material;GNU General Public License v3.0;;
685;37;211;1;5;1;4;4;685;13;teaching-materials;No License;;
0;0;2;2;0;0;0;1;0;0;presentation-slides;MIT License;;
3;4;18;1;1;0;1;2;3;0;workshop-materials;No License;;
0;3;9;2;3;0;3;5;0;1;training-material;GNU General Public License v3.0;;
0;6;16;2;6;1;5;6;0;4;training-material;GNU General Public License v3.0;;
0;0;3;2;0;0;0;1;0;1;training-material;GNU General Public License v3.0;;
0;0;3;2;0;0;0;1;0;1;training-material;GNU General Public License v3.0;;
0;2;8;2;2;0;2;4;0;1;training-material;GNU General Public License v3.0;;
0;0;3;1;0;0;0;1;0;0;workshop-materials;MIT License;;
0;0;70;2;0;0;0;1;0;0;presentation-slides;No License;;
103;26;111;2;6;0;6;4;103;2;training-materials workshop-materials;MIT License;;
5;1;37;1;0;0;0;1;5;0;workshop-materials;Other;No License description;
0;0;13;1;0;0;0;1;0;0;teaching-materials;No License;;
1;2;32;3;8;1;7;2;1;1;training-material;GNU General Public License v3.0;;
1;4;317;1;80;0;80;3;1;0;training-material;No License;;
75;42;4695;15;380;0;380;2;75;3;training-materials;Creative Commons Attribution 4.0 International;;
41;17;9;1;0;0;0;3;41;1;training-materials;Other;No License description;
0;0;26;7;0;0;0;1;0;0;training-materials;MIT License;;
2;0;75;1;5;0;5;6;2;1;teaching-materials;No License;;
1;0;2;1;0;0;0;1;1;0;training-material;Creative Commons Zero v1.0 Universal;;
0;3;10;2;4;0;4;5;0;1;training-material;GNU General Public License v3.0;;
7;12;64;5;10;3;7;3;7;3;course-materials;MIT License;;
11;4;1311;6;120;0;120;9;11;0;lecture;Other;No License description;
0;0;15;1;0;0;0;1;0;0;training-materials;Other;No License description;
0;0;28;1;1;0;1;2;0;0;educational-materials;MIT License;;
1;1;21;1;0;0;0;1;1;0;workshop-materials;GNU General Public License v2.0;;
4;0;1;1;0;0;0;1;4;0;open-education-resources oer mooc;Other;No License description;
1;0;56;1;0;0;0;2;1;0;workshop-materials course-materials;GNU General Public License v3.0;;
4;1;93;1;0;0;0;1;4;0;textbook;GNU General Public License v3.0;;
2;0;44;1;0;0;0;1;2;0;mooc;No License;;
1;0;4;1;0;0;0;1;1;0;learning-materials;No License;;
1;1;7;1;0;0;0;0;1;1;lecture;GNU General Public License v3.0;;
0;0;63;1;0;0;0;1;0;0;course-materials;No License;;
0;0;84;2;1;0;1;1;0;0;workshop-materials;Other;No License description;
4;0;23;1;0;0;0;1;4;0;university-coursework;No License;;
3;2;623;1;4;0;4;3;3;30;lecture-material lecture-slides;Other;No License description;
1;0;40;1;0;0;0;1;1;0;course-materials;No License;;
1;0;35;1;0;0;0;1;1;0;university-coursework;No License;;
0;0;4;1;0;0;0;1;0;0;university-course;GNU General Public License v3.0;;
0;1;57;1;0;0;0;1;0;1;training-material;MIT License;;
2;0;31;1;0;0;0;1;2;0;textbook cc-by;Other;No License description;
1;0;34;1;2;0;2;1;1;5;learning-material;No License;;
4;4;8;2;0;0;0;2;4;0;course-material;GNU General Public License v2.0;;
0;5;11;2;4;0;4;5;0;1;training-material;GNU General Public License v3.0;;
2;5;8;2;3;0;3;5;2;1;training-material;GNU General Public License v3.0;;
0;0;19;1;0;0;0;1;0;0;university-course;GNU General Public License v3.0;;
2;0;72;2;2;1;1;1;2;2;oer workshop-materials;MIT License;;
18;0;30;1;1;0;1;2;18;0;presentation-materials;No License;;
3;1;95;1;1;0;1;2;3;3;teaching-materials;MIT License;;
1;4;43;1;4;0;4;3;1;3;workshop-materials;No License;;
10;2;8;1;0;0;0;1;10;1;teaching-materials;Other;No License description;
0;0;5;1;0;0;0;1;0;0;presentation-slides;Other;No License description;
0;1;66;2;1;0;1;1;0;2;teaching-materials;MIT License;;
0;0;59;2;2;1;1;2;0;1;university-course;No License;;
77;119;686;1;16;1;15;4;77;1;mooc course-materials;"BSD 2-Clause ""Simplified"" License";;
8;1;11;1;0;0;0;1;8;0;workshop-materials;MIT License;;
6;3;6;1;0;0;0;1;6;0;educational-materials;No License;;
0;0;22;2;0;0;0;1;0;0;presentation-slides;MIT License;;
13;1;122;1;0;0;0;1;13;0;course-materials;No License;;
0;0;14;2;1;0;1;2;0;0;workshop-materials;No License;;
0;6;13;2;4;0;4;5;0;9;training-material;GNU General Public License v3.0;;
11;1;6;1;0;0;0;1;11;0;course-materials;Other;No License description;
121;43;47;1;33;0;33;9;121;0;self-learning;MIT License;;
26;8;68;2;1;0;1;1;26;0;training-materials;Other;No License description;
6;22;106;11;1;0;1;1;6;0;training-materials;Other;No License description;
6;2;355;3;0;0;0;3;6;0;open-educational-resources;No License;;
1;4;439;28;29;25;4;4;1;25;training-materials;No License;;
5;19;73;1;0;0;0;1;5;0;mooc;GNU General Public License v3.0;;
0;2;4;2;1;0;1;2;0;1;training-material;GNU General Public License v3.0;;
0;5;14;2;5;0;5;5;0;1;training-material;GNU General Public License v3.0;;
0;3;11;2;4;0;4;6;0;1;training-material;GNU General Public License v3.0;;
0;9;165;2;12;0;12;11;0;1;training-material;GNU General Public License v3.0;;
3;14;34;2;14;1;13;8;3;1;training-material;GNU General Public License v3.0;;
2;5;15;2;6;1;5;3;2;2;training-material;GNU General Public License v3.0;;
0;1;2;2;0;0;0;1;0;1;training-material;GNU General Public License v3.0;;
0;0;2;2;0;0;0;1;0;1;training-material;GNU General Public License v3.0;;
0;5;23;3;9;0;9;6;0;1;training-material;GNU General Public License v3.0;;
0;3;15;2;6;0;6;5;0;1;training-material;GNU General Public License v3.0;;
1;9;20;2;9;0;9;9;1;6;training-material;GNU General Public License v3.0;;
1;1;44;1;0;0;0;1;1;0;learning-materials lecture lecture-material;No License;;
0;5;19;2;8;0;8;8;0;1;training-material;GNU General Public License v3.0;;
0;0;24;1;0;0;0;1;0;0;teaching-materials oer;Other;No License description;
5;3;57;1;3;0;3;3;5;0;workshop-materials;No License;;
1;0;31;2;0;0;0;2;1;0;workshop-materials;No License;;
1;1;19;3;3;2;1;2;1;2;workshop-materials;Creative Commons Attribution 4.0 International;;
2;6;4;2;0;0;0;3;2;0;workshop-materials;No License;;
2;0;115;1;8;0;8;2;2;0;workshop-materials;No License;;
5;4;18;1;1;0;1;2;5;0;workshop-materials;MIT License;;
31;13;44;1;2;0;2;3;31;0;workshop-materials;MIT License;;
5;10;23;1;3;0;3;2;5;0;workshop-materials;MIT License;;
1;1;29;1;0;0;0;2;1;0;workshop-materials;No License;;
0;0;27;1;0;0;0;6;0;0;workshop-resources;No License;;
133;37;27;4;7;0;7;3;133;0;workshop-resources;No License;;
4;1;13;1;0;0;0;1;4;0;workshop-materials;Apache License 2.0;;
552;140;88;2;8;2;6;8;552;4;training-materials;No License;;
2;0;30;1;0;0;0;1;2;0;course-materials;GNU General Public License v3.0;;
9;1;18;1;0;0;0;2;9;0;workshop-materials;No License;;
0;0;11;2;0;0;0;2;0;0;presentation-slides;No License;;
3;1;197;1;0;0;0;2;3;0;workshop-materials;No License;;
45;13;46;4;30;0;30;8;45;4;workshop-materials;Creative Commons Attribution Share Alike 4.0 International;;
6;2;71;1;1;0;1;1;6;0;teaching-materials;No License;;
1;6;14;2;5;1;4;5;1;1;training-materials;GNU General Public License v3.0;;
28;14;158;2;58;0;58;4;28;0;training-material;GNU General Public License v3.0;;
0;0;32;1;1;0;1;1;0;0;course-materials oer textbook;GNU General Public License v3.0;;
5;5;265;1;15;0;15;4;5;0;training-materials;MIT License;;
1;2;66;3;0;0;0;1;1;2;workshop-materials;MIT License;;
0;0;41;1;3;0;3;1;0;0;workshop-materials;No License;;
0;0;2;1;0;0;0;1;0;0;workshop-materials;Apache License 2.0;;
2;0;4;1;0;0;0;1;2;0;lecture-slides;No License;;
0;0;3;2;0;0;0;1;0;0;training-materials;No License;;
0;4;35;10;15;7;8;3;0;7;training-materials;No License;;
7;3;176;2;0;0;0;1;7;0;university-course;No License;;
